point_id;server;point_start_time_sec;point_end_time_sec;point_duration_sec;event_timestamp_sec;event_frame;event_code;event_description
1;B;177,70934786074093;187,37652303980954;9,667175179068607;180,70950567493463;5421;2;2nd Serve
1;B;177,70934786074093;187,37652303980954;9,667175179068607;187,37652303980954;5621;E;Error
2;B;212,04448728984676;231,54551308210588;19,501025792259128;213,71124163106546;6411;1;1st Serve
2;B;212,04448728984676;231,54551308210588;19,501025792259128;215,54467140640608;6466;F;Forehand
2;B;212,04448728984676;231,54551308210588;19,501025792259128;217,8781274841123;6536;F;Forehand
2;B;212,04448728984676;231,54551308210588;19,501025792259128;221,71166246891536;6651;F;Forehand
2;B;212,04448728984676;231,54551308210588;19,501025792259128;221,71166246891536;6651;F;Forehand
2;B;212,04448728984676;231,54551308210588;19,501025792259128;224,7118202831091;6741;F;Forehand
2;B;212,04448728984676;231,54551308210588;19,501025792259128;224,7118202831091;6741;F;Forehand
2;B;212,04448728984676;231,54551308210588;19,501025792259128;228,21200439966842;6846;F;Forehand
2;B;212,04448728984676;231,54551308210588;19,501025792259128;231,54551308210588;6946;F;Forehand
2;B;212,04448728984676;231,54551308210588;19,501025792259128;231,54551308210588;6946;E;Error
3;B;250,04648626963376;258,04690710748366;8,000420837849902;253,71334582031497;7611;1;1st Serve
3;B;250,04648626963376;258,04690710748366;8,000420837849902;253,71334582031497;7611;F;Forehand
3;B;250,04648626963376;258,04690710748366;8,000420837849902;258,04690710748366;7741;E;Error
4;B;265,3806262088461;278,54798550447407;13,167359295627989;269,21416119364915;8076;1;1st Serve
4;B;265,3806262088461;278,54798550447407;13,167359295627989;269,21416119364915;8076;F;Forehand
4;B;265,3806262088461;278,54798550447407;13,167359295627989;273,0476961784522;8191;F;Forehand
4;B;265,3806262088461;278,54798550447407;13,167359295627989;273,0476961784522;8191;F;Forehand
4;B;265,3806262088461;278,54798550447407;13,167359295627989;275,0478013879147;8251;F;Forehand
4;B;265,3806262088461;278,54798550447407;13,167359295627989;276,2145294267678;8286;F;Forehand
4;B;265,3806262088461;278,54798550447407;13,167359295627989;278,54798550447407;8356;E;Error
5;B;297,2156341261238;302,5492480180237;5,333613891899915;301,7158708474144;9051;1;1st Serve
5;B;297,2156341261238;302,5492480180237;5,333613891899915;302,5492480180237;9076;F;Forehand
5;B;297,2156341261238;302,5492480180237;5,333613891899915;302,5492480180237;9076;E;Error
6;B;314,049852972433;328,21726487279216;14,167411900359184;324,0503790197454;9721;1;1st Serve
6;B;314,049852972433;328,21726487279216;14,167411900359184;324,0503790197454;9721;F;Forehand
6;B;314,049852972433;328,21726487279216;14,167411900359184;326,3838350974516;9791;F;Forehand
6;B;314,049852972433;328,21726487279216;14,167411900359184;328,21726487279216;9846;E;Error
7;B;343,5514048120045;353,5519308593169;10,000526047312405;346,21821175795446;10386;1;1st Serve
7;B;343,5514048120045;353,5519308593169;10,000526047312405;346,21821175795446;10386;F;Forehand
7;B;343,5514048120045;353,5519308593169;10,000526047312405;348,8850187039044;10466;F;Forehand
7;B;343,5514048120045;353,5519308593169;10,000526047312405;351,21847478161067;10536;F;Forehand
7;B;343,5514048120045;353,5519308593169;10,000526047312405;352,55187825458563;10576;F;Forehand
7;B;343,5514048120045;353,5519308593169;10,000526047312405;353,5519308593169;10606;V;Volley
7;B;343,5514048120045;353,5519308593169;10,000526047312405;353,5519308593169;10606;E;Error
8;B;369,5527725350167;376,55314076813534;7,00036823311865;372,3862549150885;11171;1;1st Serve
8;B;369,5527725350167;376,55314076813534;7,00036823311865;373,38630751981975;11201;F;Forehand
8;B;369,5527725350167;376,55314076813534;7,00036823311865;376,55314076813534;11296;E;Error
9;A;404,8879645688537;418,0553238644817;13,167359295627989;406,8880697783162;12206;1;1st Serve
9;A;404,8879645688537;418,0553238644817;13,167359295627989;408,88817498777865;12266;F;Forehand
9;A;404,8879645688537;418,0553238644817;13,167359295627989;410,2215784607537;12306;F;Forehand
9;A;404,8879645688537;418,0553238644817;13,167359295627989;412,388359104338;12371;F;Forehand
9;A;404,8879645688537;418,0553238644817;13,167359295627989;415,3885169185317;12461;B;Backhand
9;A;404,8879645688537;418,0553238644817;13,167359295627989;418,0553238644817;12541;F;Forehand
9;A;404,8879645688537;418,0553238644817;13,167359295627989;418,0553238644817;12541;E;Error
10;A;432,056060330719;436,5562970520096;4,500236721290605;436,2229461837658;13086;1;1st Serve
10;A;432,056060330719;436,5562970520096;4,500236721290605;436,5562970520096;13096;W;Winner
11;A;455,5572965419031;468,72465583753103;13,167359295627932;458,89080522434057;13766;2;2nd Serve
11;A;455,5572965419031;468,72465583753103;13,167359295627932;468,72465583753103;14061;E;Error
12;A;494,05932182405576;519,0606369423367;25,001315118280957;497,3594954196688;14920;2;2nd Serve
12;A;494,05932182405576;519,0606369423367;25,001315118280957;519,0606369423367;15571;E;Error
13;A;534,0614260133052;544,6953187102807;10,633892696975522;538,8950136028395;16166;1;1st Serve
13;A;534,0614260133052;544,6953187102807;10,633892696975522;538,8950136028395;16166;F;Forehand
13;A;534,0614260133052;544,6953187102807;10,633892696975522;542,0618468511551;16261;F;Forehand
13;A;534,0614260133052;544,6953187102807;10,633892696975522;545,3953555335926;16361;F;Forehand
13;A;534,0614260133052;544,6953187102807;10,633892696975522;544,6953187102807;16340;E;Error
14;A;558,5293797423961;572,6967916427554;14,167411900359298;565,1963971072711;16955;2;2nd Serve
14;A;558,5293797423961;572,6967916427554;14,167411900359298;572,6967916427554;17180;E;Error
15;A;596,8647295904269;620,0659500201917;23,201220429764817;603,8650978235456;18115;2;2nd Serve
15;A;596,8647295904269;620,0659500201917;23,201220429764817;610,5654502752449;18316;F;Forehand
15;A;596,8647295904269;620,0659500201917;23,201220429764817;612,8989063529511;18386;F;Forehand
15;A;596,8647295904269;620,0659500201917;23,201220429764817;615,3990378647792;18461;F;Forehand
15;A;596,8647295904269;620,0659500201917;23,201220429764817;620,0659500201917;18601;F;Forehand
15;A;596,8647295904269;620,0659500201917;23,201220429764817;620,0659500201917;18601;E;Error
16;A;638,333577599949;656,0011736168675;17,667596016918537;642,3337880188739;19269;1;1st Serve
16;A;638,333577599949;656,0011736168675;17,667596016918537;642,3337880188739;19269;F;Forehand
16;A;638,333577599949;656,0011736168675;17,667596016918537;645,0005949648239;19349;F;Forehand
16;A;638,333577599949;656,0011736168675;17,667596016918537;647,6674019107738;19429;F;Forehand
16;A;638,333577599949;656,0011736168675;17,667596016918537;649,6675071202363;19489;F;Forehand
16;A;638,333577599949;656,0011736168675;17,667596016918537;651,3342614614551;19539;F;Forehand
16;A;638,333577599949;656,0011736168675;17,667596016918537;653,0010158026738;19589;F;Forehand
16;A;638,333577599949;656,0011736168675;17,667596016918537;656,0011736168675;19679;B;Backhand
16;A;638,333577599949;656,0011736168675;17,667596016918537;656,0011736168675;19679;E;Error
17;A;682,835918510489;685,4360552827902;2,600136772301198;685,4360552827902;20562;1;1st Serve
17;A;682,835918510489;685,4360552827902;2,600136772301198;685,4360552827902;20562;F;Forehand
17;A;682,835918510489;685,4360552827902;2,600136772301198;685,4360552827902;20562;E;Error
18;A;706,6038354162681;724,6047823014304;18,000946885162307;715,4376334247273;21462;2;2nd Serve
18;A;706,6038354162681;724,6047823014304;18,000946885162307;724,6047823014304;21737;E;Error
19;A;745,5058817403133;750,6728201980914;5,1669384577780875;750,6728201980914;22519;2;2nd Serve
19;A;745,5058817403133;750,6728201980914;5,1669384577780875;750,6728201980914;22519;E;Error
20;A;774,6740827116411;777,5409001785372;2,866817466896123;777,5409001785372;23325;1;1st Serve
20;A;774,6740827116411;777,5409001785372;2,866817466896123;777,5409001785372;23325;W;Winner
21;A;791,7749822525452;803,9422889434419;12,16730669089668;797,9419733150545;23937;2;2nd Serve
21;A;791,7749822525452;803,9422889434419;12,16730669089668;803,9422889434419;24117;E;Error
22;A;826,7768234181385;832,8771443069991;6,100320888860551;828,8769338880741;24865;1;1st Serve
22;A;826,7768234181385;832,8771443069991;6,100320888860551;830,7103636634147;24920;F;Forehand
22;A;826,7768234181385;832,8771443069991;6,100320888860551;832,8771443069991;24985;F;Forehand
22;A;826,7768234181385;832,8771443069991;6,100320888860551;832,8771443069991;24985;E;Error
23;B;866,0455556972518;874,0459765351017;8,000420837849902;866,0455556972518;25980;1;1st Serve
23;B;866,0455556972518;874,0459765351017;8,000420837849902;868,2123363408361;26045;F;Forehand
23;B;866,0455556972518;874,0459765351017;8,000420837849902;869,8790906820549;26095;F;Forehand
23;B;866,0455556972518;874,0459765351017;8,000420837849902;872,7125730621267;26180;B;Backhand
23;B;866,0455556972518;874,0459765351017;8,000420837849902;874,0459765351017;26220;W;Winner
